Time and date',ECG,PPG
[11:28:13.378 14/08/1994]',-,60.358
[11:28:13.380 14/08/1994]',-,60.358
[11:28:13.382 14/08/1994]',-,60.358
[11:28:13.384 14/08/1994]',-,59.813
[11:28:13.386 14/08/1994]',-0.636,59.813
[11:28:13.388 14/08/1994]',-0.532,59.813
[11:28:13.390 14/08/1994]',-0.451,59.813
[11:28:13.392 14/08/1994]',-0.384,59.346
[11:28:13.394 14/08/1994]',-0.318,59.346
[11:28:13.396 14/08/1994]',-0.251,59.346
[11:28:13.398 14/08/1994]',-0.207,59.346
[11:28:13.400 14/08/1994]',-0.177,58.801
[11:28:13.402 14/08/1994]',-0.155,58.801
[11:28:13.404 14/08/1994]',-0.118,58.801
[11:28:13.406 14/08/1994]',-0.088,58.801
[11:28:13.408 14/08/1994]',-0.066,58.489
[11:28:13.410 14/08/1994]',-0.044,58.489
[11:28:13.412 14/08/1994]',-0.029,58.489
[11:28:13.414 14/08/1994]',-0.014,58.489
[11:28:13.416 14/08/1994]',0.001,58.1
[11:28:13.418 14/08/1994]',0.015,58.1
[11:28:13.420 14/08/1994]',0.023,58.1
[11:28:13.422 14/08/1994]',0.03,58.1
[11:28:13.424 14/08/1994]',0.045,57.71
[11:28:13.426 14/08/1994]',0.052,57.71
[11:28:13.428 14/08/1994]',0.067,57.71
[11:28:13.430 14/08/1994]',0.082,57.71
[11:28:13.432 14/08/1994]',0.089,57.243
[11:28:13.434 14/08/1994]',0.104,57.243
[11:28:13.436 14/08/1994]',0.111,57.243
[11:28:13.438 14/08/1994]',0.119,57.243
[11:28:13.440 14/08/1994]',0.119,56.854
[11:28:13.442 14/08/1994]',0.134,56.854
[11:28:13.444 14/08/1994]',0.141,56.854
[11:28:13.446 14/08/1994]',0.148,56.854
[11:28:13.448 14/08/1994]',0.156,56.308
[11:28:13.450 14/08/1994]',0.163,56.308
[11:28:13.452 14/08/1994]',0.171,56.308
[11:28:13.454 14/08/1994]',0.163,56.308
[11:28:13.456 14/08/1994]',0.163,55.919
[11:28:13.458 14/08/1994]',0.163,55.919
[11:28:13.460 14/08/1994]',0.156,55.919
[11:28:13.462 14/08/1994]',0.148,55.919
[11:28:13.464 14/08/1994]',0.148,55.452
[11:28:13.466 14/08/1994]',0.156,55.452
[11:28:13.468 14/08/1994]',0.156,55.452
[11:28:13.470 14/08/1994]',0.156,55.452
[11:28:13.472 14/08/1994]',0.163,55.062
[11:28:13.474 14/08/1994]',0.163,55.062
[11:28:13.476 14/08/1994]',0.156,55.062
[11:28:13.478 14/08/1994]',0.156,55.062
[11:28:13.480 14/08/1994]',0.148,54.595
[11:28:13.482 14/08/1994]',0.148,54.595
[11:28:13.484 14/08/1994]',0.156,54.595
[11:28:13.486 14/08/1994]',0.156,54.595
[11:28:13.488 14/08/1994]',0.156,53.894
[11:28:13.490 14/08/1994]',0.156,53.894
[11:28:13.492 14/08/1994]',0.156,53.894
[11:28:13.494 14/08/1994]',0.148,53.894
[11:28:13.496 14/08/1994]',0.156,53.193
[11:28:13.498 14/08/1994]',0.163,53.193
[11:28:13.500 14/08/1994]',0.163,53.193
[11:28:13.502 14/08/1994]',0.171,53.193
[11:28:13.504 14/08/1994]',0.171,52.414
[11:28:13.506 14/08/1994]',0.171,52.414
[11:28:13.508 14/08/1994]',0.171,52.414
[11:28:13.510 14/08/1994]',0.163,52.414
[11:28:13.512 14/08/1994]',0.171,51.791
[11:28:13.514 14/08/1994]',0.171,51.791
[11:28:13.516 14/08/1994]',0.186,51.791
[11:28:13.518 14/08/1994]',0.2,51.791
[11:28:13.520 14/08/1994]',0.208,51.402
[11:28:13.522 14/08/1994]',0.208,51.402
[11:28:13.524 14/08/1994]',0.215,51.402
[11:28:13.526 14/08/1994]',0.215,51.402
[11:28:13.528 14/08/1994]',0.208,51.246
[11:28:13.530 14/08/1994]',0.208,51.246
[11:28:13.532 14/08/1994]',0.2,51.246
[11:28:13.534 14/08/1994]',0.2,51.246
[11:28:13.536 14/08/1994]',0.215,51.791
[11:28:13.538 14/08/1994]',0.215,51.791
[11:28:13.540 14/08/1994]',0.222,51.791
[11:28:13.542 14/08/1994]',0.23,51.791
[11:28:13.544 14/08/1994]',0.245,53.738
[11:28:13.546 14/08/1994]',0.245,53.738
[11:28:13.548 14/08/1994]',0.252,53.738
[11:28:13.550 14/08/1994]',0.252,53.738
[11:28:13.552 14/08/1994]',0.245,57.399
[11:28:13.554 14/08/1994]',0.245,57.399
[11:28:13.556 14/08/1994]',0.267,57.399
[11:28:13.558 14/08/1994]',0.282,57.399
[11:28:13.560 14/08/1994]',0.304,62.928
[11:28:13.562 14/08/1994]',0.311,62.928
[11:28:13.564 14/08/1994]',0.319,62.928
[11:28:13.566 14/08/1994]',0.333,62.928
[11:28:13.568 14/08/1994]',0.341,69.081
[11:28:13.570 14/08/1994]',0.348,69.081
[11:28:13.572 14/08/1994]',0.348,69.081
[11:28:13.574 14/08/1994]',0.356,69.081
[11:28:13.576 14/08/1994]',0.356,74.611
[11:28:13.578 14/08/1994]',0.356,74.611
[11:28:13.580 14/08/1994]',0.356,74.611
[11:28:13.582 14/08/1994]',0.356,74.611
[11:28:13.584 14/08/1994]',0.363,78.816
[11:28:13.586 14/08/1994]',0.37,78.816
[11:28:13.588 14/08/1994]',0.37,78.816
[11:28:13.590 14/08/1994]',0.378,78.816
[11:28:13.592 14/08/1994]',0.378,81.542
[11:28:13.594 14/08/1994]',0.378,81.542
[11:28:13.596 14/08/1994]',0.378,81.542
[11:28:13.598 14/08/1994]',0.37,81.542
[11:28:13.600 14/08/1994]',0.37,83.1
[11:28:13.602 14/08/1994]',0.37,83.1
[11:28:13.604 14/08/1994]',0.37,83.1
[11:28:13.606 14/08/1994]',0.363,83.1
[11:28:13.608 14/08/1994]',0.356,83.801
[11:28:13.610 14/08/1994]',0.356,83.801
[11:28:13.612 14/08/1994]',0.341,83.801
[11:28:13.614 14/08/1994]',0.333,83.801
[11:28:13.616 14/08/1994]',0.319,84.034
[11:28:13.618 14/08/1994]',0.311,84.034
[11:28:13.620 14/08/1994]',0.297,84.034
[11:28:13.622 14/08/1994]',0.282,84.034
[11:28:13.624 14/08/1994]',0.267,83.645
[11:28:13.626 14/08/1994]',0.245,83.645
[11:28:13.628 14/08/1994]',0.237,83.645
[11:28:13.630 14/08/1994]',0.222,83.645
[11:28:13.632 14/08/1994]',0.222,83.022
[11:28:13.634 14/08/1994]',0.215,83.022
[11:28:13.636 14/08/1994]',0.2,83.022
[11:28:13.638 14/08/1994]',0.171,83.022
[11:28:13.640 14/08/1994]',0.148,82.165
[11:28:13.642 14/08/1994]',0.119,82.165
[11:28:13.644 14/08/1994]',0.104,82.165
[11:28:13.646 14/08/1994]',0.104,82.165
[11:28:13.648 14/08/1994]',0.097,81.075
[11:28:13.650 14/08/1994]',0.089,81.075
[11:28:13.652 14/08/1994]',0.082,81.075
[11:28:13.654 14/08/1994]',0.067,81.075
[11:28:13.656 14/08/1994]',0.075,79.829
[11:28:13.658 14/08/1994]',0.067,79.829
[11:28:13.660 14/08/1994]',0.067,79.829
[11:28:13.662 14/08/1994]',0.052,79.829
[11:28:13.664 14/08/1994]',0.045,78.271
[11:28:13.666 14/08/1994]',0.03,78.271
[11:28:13.668 14/08/1994]',0.015,78.271
[11:28:13.670 14/08/1994]',0.015,78.271
[11:28:13.672 14/08/1994]',0.023,76.48
[11:28:13.674 14/08/1994]',0.03,76.48
[11:28:13.676 14/08/1994]',0.03,76.48
[11:28:13.678 14/08/1994]',0.03,76.48
[11:28:13.680 14/08/1994]',0.023,74.455
[11:28:13.682 14/08/1994]',0.023,74.455
[11:28:13.684 14/08/1994]',0.015,74.455
[11:28:13.686 14/08/1994]',0.001,74.455
[11:28:13.688 14/08/1994]',-0.007,72.274
[11:28:13.690 14/08/1994]',-0.014,72.274
[11:28:13.692 14/08/1994]',-0.014,72.274
[11:28:13.694 14/08/1994]',-0.022,72.274
[11:28:13.696 14/08/1994]',-0.022,70.016
[11:28:13.698 14/08/1994]',-0.022,70.016
[11:28:13.700 14/08/1994]',-0.014,70.016
[11:28:13.702 14/08/1994]',-0.022,70.016
[11:28:13.704 14/08/1994]',-0.029,67.679
[11:28:13.706 14/08/1994]',-0.029,67.679
[11:28:13.708 14/08/1994]',-0.022,67.679
[11:28:13.710 14/08/1994]',-0.014,67.679
[11:28:13.712 14/08/1994]',-0.007,65.421
[11:28:13.714 14/08/1994]',-0.007,65.421
[11:28:13.716 14/08/1994]',-0.007,65.421
[11:28:13.718 14/08/1994]',0.001,65.421
[11:28:13.720 14/08/1994]',0.001,63.24
[11:28:13.722 14/08/1994]',0.001,63.24
[11:28:13.724 14/08/1994]',0.001,63.24
[11:28:13.726 14/08/1994]',0.008,63.24
[11:28:13.728 14/08/1994]',0.015,61.293
[11:28:13.730 14/08/1994]',0.015,61.293
[11:28:13.732 14/08/1994]',0.008,61.293
[11:28:13.734 14/08/1994]',0.001,61.293
[11:28:13.736 14/08/1994]',-0.007,59.579
[11:28:13.738 14/08/1994]',-0.014,59.579
[11:28:13.740 14/08/1994]',-0.014,59.579
[11:28:13.742 14/08/1994]',-0.007,59.579
[11:28:13.744 14/08/1994]',-0.007,58.489
[11:28:13.746 14/08/1994]',-0.007,58.489
[11:28:13.748 14/08/1994]',0.001,58.489
[11:28:13.750 14/08/1994]',-0.007,58.489
[11:28:13.752 14/08/1994]',-0.014,58.022
[11:28:13.754 14/08/1994]',-0.022,58.022
[11:28:13.756 14/08/1994]',-0.029,58.022
[11:28:13.758 14/08/1994]',-0.029,58.022
[11:28:13.760 14/08/1994]',-0.029,58.178
[11:28:13.762 14/08/1994]',-0.029,58.178
[11:28:13.764 14/08/1994]',-0.022,58.178
[11:28:13.766 14/08/1994]',-0.014,58.178
[11:28:13.768 14/08/1994]',-0.014,58.723
[11:28:13.770 14/08/1994]',-0.007,58.723
[11:28:13.772 14/08/1994]',-0.014,58.723
[11:28:13.774 14/08/1994]',-0.022,58.723
[11:28:13.776 14/08/1994]',-0.014,59.424
[11:28:13.778 14/08/1994]',-0.014,59.424
[11:28:13.780 14/08/1994]',-0.014,59.424
[11:28:13.782 14/08/1994]',-0.014,59.424
[11:28:13.784 14/08/1994]',-0.014,60.125
[11:28:13.786 14/08/1994]',-0.014,60.125
[11:28:13.788 14/08/1994]',-0.022,60.125
[11:28:13.790 14/08/1994]',-0.014,60.125
[11:28:13.792 14/08/1994]',-0.007,60.748
[11:28:13.794 14/08/1994]',-0.007,60.748
[11:28:13.796 14/08/1994]',0.001,60.748
[11:28:13.798 14/08/1994]',0.001,60.748
[11:28:13.800 14/08/1994]',0.001,61.137
[11:28:13.802 14/08/1994]',0.001,61.137
[11:28:13.804 14/08/1994]',0.001,61.137
[11:28:13.806 14/08/1994]',0.008,61.137
[11:28:13.808 14/08/1994]',0.008,61.449
[11:28:13.810 14/08/1994]',0.001,61.449
[11:28:13.812 14/08/1994]',0.001,61.449
[11:28:13.814 14/08/1994]',0.001,61.449
[11:28:13.816 14/08/1994]',0.001,61.526
[11:28:13.818 14/08/1994]',0.001,61.526
[11:28:13.820 14/08/1994]',-0.007,61.526
[11:28:13.822 14/08/1994]',-0.007,61.526
[11:28:13.824 14/08/1994]',-0.007,61.449
[11:28:13.826 14/08/1994]',-0.014,61.449
[11:28:13.828 14/08/1994]',-0.022,61.449
[11:28:13.830 14/08/1994]',-0.044,61.449
[11:28:13.832 14/08/1994]',-0.074,61.215
[11:28:13.834 14/08/1994]',-0.118,61.215
[11:28:13.836 14/08/1994]',-0.185,61.215
[11:28:13.838 14/08/1994]',-0.244,61.215
[11:28:13.840 14/08/1994]',-0.34,60.826
[11:28:13.842 14/08/1994]',-0.429,60.826
[11:28:13.844 14/08/1994]',-0.518,60.826
[11:28:13.846 14/08/1994]',-0.606,60.826
[11:28:13.848 14/08/1994]',-0.673,60.436
[11:28:13.850 14/08/1994]',-,60.436
[11:28:13.852 14/08/1994]',-,60.436
[11:28:13.854 14/08/1994]',-,60.436
[11:28:13.856 14/08/1994]',-,59.969
[11:28:13.858 14/08/1994]',-,59.969
[11:28:13.860 14/08/1994]',-,59.969
[11:28:13.862 14/08/1994]',-,59.969
[11:28:13.864 14/08/1994]',-,59.579
[11:28:13.866 14/08/1994]',-,59.579
[11:28:13.868 14/08/1994]',-,59.579
[11:28:13.870 14/08/1994]',-,59.579
[11:28:13.872 14/08/1994]',-,59.268
[11:28:13.874 14/08/1994]',-,59.268
[11:28:13.876 14/08/1994]',-0.665,59.268
[11:28:13.878 14/08/1994]',-0.562,59.268
[11:28:13.880 14/08/1994]',-0.473,59.112
[11:28:13.882 14/08/1994]',-0.407,59.112
[11:28:13.884 14/08/1994]',-0.34,59.112
[11:28:13.886 14/08/1994]',-0.273,59.112
[11:28:13.888 14/08/1994]',-0.221,59.112
[11:28:13.890 14/08/1994]',-0.199,59.112
[11:28:13.892 14/08/1994]',-0.162,59.112
[11:28:13.894 14/08/1994]',-0.133,59.112
[11:28:13.896 14/08/1994]',-0.096,59.268
[11:28:13.898 14/08/1994]',-0.074,59.268
[11:28:13.900 14/08/1994]',-0.036,59.268
[11:28:13.902 14/08/1994]',-0.014,59.268
[11:28:13.904 14/08/1994]',0.001,59.424
[11:28:13.906 14/08/1994]',0.03,59.424
[11:28:13.908 14/08/1994]',0.045,59.424
[11:28:13.910 14/08/1994]',0.052,59.424
[11:28:13.912 14/08/1994]',0.075,59.579
[11:28:13.914 14/08/1994]',0.089,59.579
[11:28:13.916 14/08/1994]',0.104,59.579
[11:28:13.918 14/08/1994]',0.104,59.579
[11:28:13.920 14/08/1994]',0.119,59.579
[11:28:13.922 14/08/1994]',0.134,59.579
[11:28:13.924 14/08/1994]',0.141,59.579
[11:28:13.926 14/08/1994]',0.156,59.579
[11:28:13.928 14/08/1994]',0.163,59.657
[11:28:13.930 14/08/1994]',0.171,59.657
[11:28:13.932 14/08/1994]',0.163,59.657
[11:28:13.934 14/08/1994]',0.171,59.657
[11:28:13.936 14/08/1994]',0.171,59.579
[11:28:13.938 14/08/1994]',0.163,59.579
[11:28:13.940 14/08/1994]',0.171,59.579
[11:28:13.942 14/08/1994]',0.163,59.579
[11:28:13.944 14/08/1994]',0.178,59.502
[11:28:13.946 14/08/1994]',0.178,59.502
[11:28:13.948 14/08/1994]',0.178,59.502
[11:28:13.950 14/08/1994]',0.171,59.502
[11:28:13.952 14/08/1994]',0.178,59.424
[11:28:13.954 14/08/1994]',0.178,59.424
[11:28:13.956 14/08/1994]',0.186,59.424
[11:28:13.958 14/08/1994]',0.178,59.424
[11:28:13.960 14/08/1994]',0.178,59.346
[11:28:13.962 14/08/1994]',0.186,59.346
[11:28:13.964 14/08/1994]',0.186,59.346
[11:28:13.966 14/08/1994]',0.186,59.346
[11:28:13.968 14/08/1994]',0.186,59.268
[11:28:13.970 14/08/1994]',0.186,59.268
[11:28:13.972 14/08/1994]',0.186,59.268
[11:28:13.974 14/08/1994]',0.186,59.268
[11:28:13.976 14/08/1994]',0.186,59.112
[11:28:13.978 14/08/1994]',0.186,59.112
[11:28:13.980 14/08/1994]',0.186,59.112
[11:28:13.982 14/08/1994]',0.186,59.112
[11:28:13.984 14/08/1994]',0.2,58.956
[11:28:13.986 14/08/1994]',0.186,58.956
[11:28:13.988 14/08/1994]',0.2,58.956
[11:28:13.990 14/08/1994]',0.186,58.956
[11:28:13.992 14/08/1994]',0.186,58.723
[11:28:13.994 14/08/1994]',0.2,58.723
[11:28:13.996 14/08/1994]',0.2,58.723
[11:28:13.998 14/08/1994]',0.2,58.723
[11:28:14.000 14/08/1994]',0.208,58.645
[11:28:14.002 14/08/1994]',0.208,58.645
[11:28:14.004 14/08/1994]',0.2,58.645
[11:28:14.006 14/08/1994]',0.208,58.645
[11:28:14.008 14/08/1994]',0.208,58.645
[11:28:14.010 14/08/1994]',0.215,58.645
[11:28:14.012 14/08/1994]',0.215,58.645
[11:28:14.014 14/08/1994]',0.215,58.645
[11:28:14.016 14/08/1994]',0.215,58.801
[11:28:14.018 14/08/1994]',0.222,58.801
[11:28:14.020 14/08/1994]',0.215,58.801
[11:28:14.022 14/08/1994]',0.215,58.801
[11:28:14.024 14/08/1994]',0.215,59.424
[11:28:14.026 14/08/1994]',0.215,59.424
[11:28:14.028 14/08/1994]',0.215,59.424
[11:28:14.030 14/08/1994]',0.222,59.424
[11:28:14.032 14/08/1994]',0.222,61.449
[11:28:14.034 14/08/1994]',0.222,61.449
[11:28:14.036 14/08/1994]',0.23,61.449
[11:28:14.038 14/08/1994]',0.237,61.449
[11:28:14.040 14/08/1994]',0.245,65.109
[11:28:14.042 14/08/1994]',0.252,65.109
[11:28:14.044 14/08/1994]',0.267,65.109
[11:28:14.046 14/08/1994]',0.274,65.109
[11:28:14.048 14/08/1994]',0.274,70.249
[11:28:14.050 14/08/1994]',0.274,70.249
[11:28:14.052 14/08/1994]',0.282,70.249
[11:28:14.054 14/08/1994]',0.282,70.249
[11:28:14.056 14/08/1994]',0.289,75.935
[11:28:14.058 14/08/1994]',0.304,75.935
[11:28:14.060 14/08/1994]',0.311,75.935
[11:28:14.062 14/08/1994]',0.311,75.935
[11:28:14.064 14/08/1994]',0.333,80.841
[11:28:14.066 14/08/1994]',0.333,80.841
[11:28:14.068 14/08/1994]',0.333,80.841
[11:28:14.070 14/08/1994]',0.341,80.841
[11:28:14.072 14/08/1994]',0.348,84.346
[11:28:14.074 14/08/1994]',0.356,84.346
[11:28:14.076 14/08/1994]',0.348,84.346
[11:28:14.078 14/08/1994]',0.356,84.346
[11:28:14.080 14/08/1994]',0.356,86.526
[11:28:14.082 14/08/1994]',0.356,86.526
[11:28:14.084 14/08/1994]',0.356,86.526
[11:28:14.086 14/08/1994]',0.356,86.526
[11:28:14.088 14/08/1994]',0.348,87.695
[11:28:14.090 14/08/1994]',0.348,87.695
[11:28:14.092 14/08/1994]',0.341,87.695
[11:28:14.094 14/08/1994]',0.333,87.695
[11:28:14.096 14/08/1994]',0.319,88.162
[11:28:14.098 14/08/1994]',0.311,88.162
[11:28:14.100 14/08/1994]',0.304,88.162
[11:28:14.102 14/08/1994]',0.297,88.162
[11:28:14.104 14/08/1994]',0.282,88.24
[11:28:14.106 14/08/1994]',0.282,88.24
[11:28:14.108 14/08/1994]',0.274,88.24
[11:28:14.110 14/08/1994]',0.252,88.24
[11:28:14.112 14/08/1994]',0.252,88.006
[11:28:14.114 14/08/1994]',0.237,88.006
[11:28:14.116 14/08/1994]',0.222,88.006
[11:28:14.118 14/08/1994]',0.208,88.006
[11:28:14.120 14/08/1994]',0.2,87.539
[11:28:14.122 14/08/1994]',0.186,87.539
[11:28:14.124 14/08/1994]',0.178,87.539
[11:28:14.126 14/08/1994]',0.163,87.539
[11:28:14.128 14/08/1994]',0.156,86.838
[11:28:14.130 14/08/1994]',0.148,86.838
[11:28:14.132 14/08/1994]',0.134,86.838
[11:28:14.134 14/08/1994]',0.119,86.838
[11:28:14.136 14/08/1994]',0.104,85.981
[11:28:14.138 14/08/1994]',0.097,85.981
[11:28:14.140 14/08/1994]',0.082,85.981
[11:28:14.142 14/08/1994]',0.075,85.981
[11:28:14.144 14/08/1994]',0.067,84.735
[11:28:14.146 14/08/1994]',0.052,84.735
[11:28:14.148 14/08/1994]',0.052,84.735
[11:28:14.150 14/08/1994]',0.052,84.735
[11:28:14.152 14/08/1994]',0.045,83.178
[11:28:14.154 14/08/1994]',0.045,83.178
[11:28:14.156 14/08/1994]',0.037,83.178
[11:28:14.158 14/08/1994]',0.037,83.178
[11:28:14.160 14/08/1994]',0.03,81.308
[11:28:14.162 14/08/1994]',0.023,81.308
[11:28:14.164 14/08/1994]',0.008,81.308
[11:28:14.166 14/08/1994]',0.008,81.308
[11:28:14.168 14/08/1994]',0.008,79.361
[11:28:14.170 14/08/1994]',0.001,79.361
[11:28:14.172 14/08/1994]',0.001,79.361
[11:28:14.174 14/08/1994]',0.001,79.361
[11:28:14.176 14/08/1994]',0.001,77.259
[11:28:14.178 14/08/1994]',-0.007,77.259
[11:28:14.180 14/08/1994]',0.001,77.259
[11:28:14.182 14/08/1994]',-0.007,77.259
[11:28:14.184 14/08/1994]',-0.007,75.078
[11:28:14.186 14/08/1994]',-0.007,75.078
[11:28:14.188 14/08/1994]',-0.014,75.078
[11:28:14.190 14/08/1994]',-0.007,75.078
[11:28:14.192 14/08/1994]',-0.022,72.664
[11:28:14.194 14/08/1994]',-0.014,72.664
[11:28:14.196 14/08/1994]',-0.014,72.664
[11:28:14.198 14/08/1994]',-0.014,72.664
[11:28:14.200 14/08/1994]',-0.022,70.327
[11:28:14.202 14/08/1994]',-0.014,70.327
[11:28:14.204 14/08/1994]',-0.014,70.327
[11:28:14.206 14/08/1994]',-0.014,70.327
[11:28:14.208 14/08/1994]',-0.007,67.991
[11:28:14.210 14/08/1994]',-0.007,67.991
[11:28:14.212 14/08/1994]',0.001,67.991
[11:28:14.214 14/08/1994]',0.001,67.991
[11:28:14.216 14/08/1994]',0.001,65.966
[11:28:14.218 14/08/1994]',0.001,65.966
[11:28:14.220 14/08/1994]',0.001,65.966
[11:28:14.222 14/08/1994]',0.001,65.966
[11:28:14.224 14/08/1994]',0.001,64.174
[11:28:14.226 14/08/1994]',0.001,64.174
[11:28:14.228 14/08/1994]',0.001,64.174
[11:28:14.230 14/08/1994]',-0.007,64.174
[11:28:14.232 14/08/1994]',-0.007,62.695
[11:28:14.234 14/08/1994]',-0.014,62.695
[11:28:14.236 14/08/1994]',-0.007,62.695
[11:28:14.238 14/08/1994]',-0.007,62.695
[11:28:14.240 14/08/1994]',-0.007,61.838
[11:28:14.242 14/08/1994]',-0.007,61.838
[11:28:14.244 14/08/1994]',0.001,61.838
[11:28:14.246 14/08/1994]',0.001,61.838
[11:28:14.248 14/08/1994]',0.001,61.604
[11:28:14.250 14/08/1994]',0.001,61.604
[11:28:14.252 14/08/1994]',0.001,61.604
[11:28:14.254 14/08/1994]',0.001,61.604
[11:28:14.256 14/08/1994]',-0.007,61.838
[11:28:14.258 14/08/1994]',-0.007,61.838
[11:28:14.260 14/08/1994]',-0.007,61.838
[11:28:14.262 14/08/1994]',0.001,61.838
[11:28:14.264 14/08/1994]',0.001,62.305
[11:28:14.266 14/08/1994]',0.001,62.305
[11:28:14.268 14/08/1994]',0.001,62.305
[11:28:14.270 14/08/1994]',-0.007,62.305
[11:28:14.272 14/08/1994]',0.001,62.695
[11:28:14.274 14/08/1994]',-0.007,62.695
[11:28:14.276 14/08/1994]',-0.007,62.695
[11:28:14.278 14/08/1994]',-0.007,62.695
[11:28:14.280 14/08/1994]',-0.007,62.928
[11:28:14.282 14/08/1994]',-0.007,62.928
[11:28:14.284 14/08/1994]',-0.007,62.928
[11:28:14.286 14/08/1994]',-0.007,62.928
[11:28:14.288 14/08/1994]',-0.014,62.928
[11:28:14.290 14/08/1994]',-0.014,62.928
[11:28:14.292 14/08/1994]',-0.007,62.928
[11:28:14.294 14/08/1994]',-0.007,62.928
[11:28:14.296 14/08/1994]',-0.007,62.773
[11:28:14.298 14/08/1994]',-0.007,62.773
[11:28:14.300 14/08/1994]',-0.014,62.773
[11:28:14.302 14/08/1994]',-0.014,62.773
[11:28:14.304 14/08/1994]',-0.007,62.617
[11:28:14.306 14/08/1994]',-0.007,62.617
[11:28:14.308 14/08/1994]',-0.007,62.617
[11:28:14.310 14/08/1994]',-0.007,62.617
[11:28:14.312 14/08/1994]',0.001,62.383
[11:28:14.314 14/08/1994]',0.001,62.383
[11:28:14.316 14/08/1994]',0.008,62.383
[11:28:14.318 14/08/1994]',0.001,62.383
[11:28:14.320 14/08/1994]',-0.007,62.383
[11:28:14.322 14/08/1994]',-0.036,62.383
[11:28:14.324 14/08/1994]',-0.066,62.383
[11:28:14.326 14/08/1994]',-0.11,62.383
[11:28:14.328 14/08/1994]',-0.177,62.227
[11:28:14.330 14/08/1994]',-0.236,62.227
[11:28:14.332 14/08/1994]',-0.318,62.227
[11:28:14.334 14/08/1994]',-0.407,62.227
[11:28:14.336 14/08/1994]',-0.48,62.227
[11:28:14.338 14/08/1994]',-0.562,62.227
[11:28:14.340 14/08/1994]',-0.636,62.227
[11:28:14.342 14/08/1994]',-,62.227
[11:28:14.344 14/08/1994]',-,62.227
[11:28:14.346 14/08/1994]',-,62.227
[11:28:14.348 14/08/1994]',-,62.227
[11:28:14.350 14/08/1994]',-,62.227
[11:28:14.352 14/08/1994]',-,62.15
[11:28:14.354 14/08/1994]',-,62.15
[11:28:14.356 14/08/1994]',-,62.15
[11:28:14.358 14/08/1994]',-,62.15
[11:28:14.360 14/08/1994]',-,61.994
[11:28:14.362 14/08/1994]',-,61.994
[11:28:14.364 14/08/1994]',-,61.994
[11:28:14.366 14/08/1994]',-,61.994
[11:28:14.368 14/08/1994]',-0.643,61.76
[11:28:14.370 14/08/1994]',-0.547,61.76
[11:28:14.372 14/08/1994]',-0.473,61.76
[11:28:14.374 14/08/1994]',-0.414,61.76
[11:28:14.376 14/08/1994]',-0.347,61.449
[11:28:14.378 14/08/1994]',-0.281,61.449
[11:28:14.380 14/08/1994]',-0.229,61.449
[11:28:14.382 14/08/1994]',-0.199,61.449
[11:28:14.384 14/08/1994]',-0.177,61.059
[11:28:14.386 14/08/1994]',-0.147,61.059
[11:28:14.388 14/08/1994]',-0.118,61.059
[11:28:14.390 14/08/1994]',-0.103,61.059
[11:28:14.392 14/08/1994]',-0.081,60.67
[11:28:14.394 14/08/1994]',-0.051,60.67
[11:28:14.396 14/08/1994]',-0.044,60.67
[11:28:14.398 14/08/1994]',-0.029,60.67
[11:28:14.400 14/08/1994]',-0.007,60.202
[11:28:14.402 14/08/1994]',0.001,60.202
[11:28:14.404 14/08/1994]',0.015,60.202
[11:28:14.406 14/08/1994]',0.015,60.202
[11:28:14.408 14/08/1994]',0.037,59.657
[11:28:14.410 14/08/1994]',0.052,59.657
[11:28:14.412 14/08/1994]',0.067,59.657
[11:28:14.414 14/08/1994]',0.067,59.657
[11:28:14.416 14/08/1994]',0.075,59.112
[11:28:14.418 14/08/1994]',0.082,59.112
[11:28:14.420 14/08/1994]',0.089,59.112
[11:28:14.422 14/08/1994]',0.089,59.112
[11:28:14.424 14/08/1994]',0.097,58.567
[11:28:14.426 14/08/1994]',0.104,58.567
[11:28:14.428 14/08/1994]',0.104,58.567
[11:28:14.430 14/08/1994]',0.104,58.567
[11:28:14.432 14/08/1994]',0.111,58.178
[11:28:14.434 14/08/1994]',0.111,58.178
[11:28:14.436 14/08/1994]',0.119,58.178
[11:28:14.438 14/08/1994]',0.119,58.178
[11:28:14.440 14/08/1994]',0.119,57.71
[11:28:14.442 14/08/1994]',0.119,57.71
[11:28:14.444 14/08/1994]',0.134,57.71
[11:28:14.446 14/08/1994]',0.134,57.71
[11:28:14.448 14/08/1994]',0.134,57.399
[11:28:14.450 14/08/1994]',0.134,57.399
[11:28:14.452 14/08/1994]',0.134,57.399
[11:28:14.454 14/08/1994]',0.141,57.399
[11:28:14.456 14/08/1994]',0.141,57.087
[11:28:14.458 14/08/1994]',0.134,57.087
[11:28:14.460 14/08/1994]',0.119,57.087
[11:28:14.462 14/08/1994]',0.134,57.087
[11:28:14.464 14/08/1994]',0.134,56.854
[11:28:14.466 14/08/1994]',0.134,56.854
[11:28:14.468 14/08/1994]',0.119,56.854
